DocType: Communication,Deleted,حذف
DocType: Workflow State,adjust,ضبط
DocType: Website Settings,Disable Customer Signup link in Login page,تعطيل الرابط اشترك العملاء في صفحة تسجيل الدخول
apps/frappe/frappe/core/report/todo/todo.py +21,Assigned To/Owner,تعيين ل / المالك
DocType: Workflow State,arrow-left,سهم يسار
apps/frappe/frappe/desk/page/applications/application_row.html +11,Installed,مثبت
apps/frappe/frappe/desk/page/applications/applications.js +47,Developer Tools,ادوات المطورين
DocType: Workflow State,fullscreen,ملء الشاشة
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js +164,You are not allowed to make PDF for this report,لا يسمح لك لجعل PDF لهذا التقرير
DocType: Event,Ref Name,المرجع اسم
DocType: Web Page,Center,مركز
apps/frappe/frappe/core/doctype/error_snapshot/error_snapshot_list.js +11,First Level,المستوى الأول
DocType: Workflow Document State,Represents the states allowed in one document and role assigned to change the state.,يمثل الدول المسموح بها في وثيقة واحدة والدور المنوط تغيير الدولة.
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +65,Refresh Form,نموذج التحديث
DocType: DocField,Select,حدد
apps/frappe/frappe/utils/csvutils.py +25,File not attached,ملف لا تعلق
DocType: Top Bar Item,"If you set this, this Item will come in a drop-down under the selected parent.",إذا قمت بتعيين هذا ، فإن هذا البند تأتي في قائمة منسدلة تحت الأصل المحدد .
apps/frappe/frappe/model/db_query.py +469,Please select atleast 1 column from {0} to sort,يرجى اختيار العمود 1 من {0} لفرز
apps/frappe/frappe/templates/pages/print.py +235,No template found at path: {0},لا توجد في مسار القالب: {0}
DocType: Website Settings,"Menu items in the Top Bar. For setting the color of the Top Bar, go to selected Website Theme.",عناصر القائمة في الأعلى بار. لتحديد لون الشريط العلوي، انتقل إلى اختيار موضوع الموقع.
apps/frappe/frappe/core/page/data_import_tool/data_import_main.html +53,Submit after importing.,إرسال بعد الاستيراد.
DocType: Communication,Cancelled,إلغاء
DocType: Standard Reply,Standard Reply Help,رد مساعدة القياسية
DocType: Blogger,Avatar,الصورة الرمزية
DocType: Blogger,Posts,المشاركات
apps/frappe/frappe/core/doctype/doctype/doctype.py +242,"DocType's name should start with a letter and it can only consist of letters, numbers, spaces and underscores",يجب أن يبدأ اسم DOCTYPE مع بريد إلكتروني ويمكن أن تتكون فقط من الحروف والأرقام والمسافات وأحرف (_)
apps/frappe/frappe/public/js/frappe/views/communication.js +445,Dear,العزيز
apps/frappe/frappe/public/js/frappe/views/reports/reportview.js +57,Tip: Double click cell to edit,نصيحة: انقر فوق الخلية مزدوجة لتحرير
DocType: ToDo,Description and Status,الوصف و الحالة
DocType: Web Page,HTML for header section. Optional,HTML ل مقطع الرأس . اختياري
apps/frappe/frappe/model/rename_doc.py +333,Maximum {0} rows allowed,الحد الأقصى {0} الصفوف المسموح
DocType: Email Unsubscribe,Global Unsubscribe,إلغاء الاشتراك العالمية
apps/frappe/frappe/core/doctype/userrole/userrole.py +14,Role exists,وجود دور
apps/frappe/frappe/core/doctype/communication/communication.js +8,View,عرض
DocType: Communication,Assigned,تم تحديد المهمة
apps/frappe/frappe/public/js/frappe/views/communication.js +77,Select Print Format,حدد تنسيق طباعة
DocType: Portal Settings,Portal Menu,البوابة القائمة
DocType: DocField,Print Hide,طباعة إخفاء
apps/frappe/frappe/public/js/frappe/ui/messages.js +62,Enter Value,أدخل القيمة
DocType: Workflow State,tint,لون
DocType: Workflow State,Style,أسلوب
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js +55,e.g.:,على سبيل المثال:
apps/frappe/frappe/website/doctype/blog_post/blog_post.py +169,{0} comments,{0} تعليقات
apps/frappe/frappe/desk/page/applications/applications.js +44,Select Category...,اختر الفئة...
DocType: Customize Form Field,Label and Type,التسمية و النوع
DocType: Workflow State,forward,إلى الأمام
apps/frappe/frappe/public/js/frappe/form/sidebar.js +60,{0} edited this {1},{0} حرر هذا {1}
DocType: Web Page,Custom Javascript,جافا سكريبت مخصصة
DocType: DocPerm,Submit,تسجيل
apps/frappe/frappe/core/doctype/file/file_list.js +63,New Folder,مجلد جديد
DocType: Website Settings,Sub-domain provided by erpnext.com,النطاق الفرعي المقدمة من erpnext.com
DocType: System Settings,dd-mm-yyyy,DD-MM-YYYY
apps/frappe/frappe/desk/query_report.py +70,Must have report permission to access this report.,يجب أن يكون لديك إذن للوصول إلى تقرير هذا التقرير.
apps/frappe/frappe/templates/base.html +134,Added,تم الاضافة
apps/frappe/frappe/desk/doctype/event/event.py +66,Daily Event Digest is sent for Calendar Events where reminders are set.,يتم إرسالها حدث الموجز اليومي على أحداث التقويم حيث يتم تعيين التذكير.
apps/frappe/frappe/public/js/frappe/ui/toolbar/offcanvas_left_sidebar.html +35,View Website,مشاهدة الموقع
DocType: Workflow State,remove,نزع
DocType: Email Account,If non standard port (e.g. 587),إذا غير المنفذ القياسي (على سبيل المثال 587)
apps/frappe/frappe/public/js/frappe/form/toolbar.js +148,Reload,تحديث
apps/frappe/frappe/desk/query_report.py +140,Total,مجموع
DocType: Event,Participants,المشاركين
DocType: Bulk Email,Reference DocName,إشارة DocName
DocType: Web Form,Success Message,رسالة نجاح
DocType: DocType,User Cannot Search,لا يمكن للمستخدم البحث
DocType: DocPerm,Apply this rule if the User is the Owner,تطبيق هذا الحكم إذا كان المستخدم هو مالك
apps/frappe/frappe/desk/page/activity/activity.js +73,Build Report,بناء تقرير
apps/frappe/frappe/model/rename_doc.py +92,"{0} {1} does not exist, select a new target to merge",{0} {1} غير موجود ، حدد هدفا جديدا لدمج
apps/frappe/frappe/core/page/user_permissions/user_permissions.py +66,Cannot set permission for DocType: {0} and Name: {1},لا يمكن تعيين إذن ل DOCTYPE : {0} و اسم : {1}
apps/frappe/frappe/public/js/frappe/form/footer/assign_to.js +151,Add to To Do,إضافة إلى المهام
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html +10,Assigned To Me,إسناد إلى مستخدم
apps/frappe/frappe/public/js/frappe/ui/messages.js +181,Verify Password,التحقق من كلمة المرور
apps/frappe/frappe/public/js/frappe/form/footer/attachments.js +138,There were errors,كانت هناك أخطاء
apps/frappe/frappe/core/doctype/communication/communication.js +19,Close,إغلاق
apps/frappe/frappe/model/document.py +489,Cannot change docstatus from 0 to 2,لا يمكن تغيير docstatus 0-2
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +108,Update,تحديث
DocType: Error Snapshot,Snapshot View,لقطة مشاهدة
apps/frappe/frappe/core/doctype/doctype/doctype.py +287,Options must be a valid DocType for field {0} in row {1},يجب أن تكون الخيارات ل DOCTYPE صالحة لحقل {0} في {1} الصف
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +160,Edit Properties,تحرير خصائص
DocType: Patch Log,List of patches executed,قائمة من بقع أعدمت
apps/frappe/frappe/email/doctype/email_unsubscribe/email_unsubscribe.py +21,{0} already unsubscribed,{0} غير مشترك أصلاً
apps/frappe/frappe/public/js/frappe/views/communication.js +69,Communication Medium,الاتصالات متوسطة
DocType: Website Settings,Banner HTML,راية HTML
DocType: Error Snapshot,Pyver,Pyver
apps/frappe/frappe/model/base_document.py +462,"{0} {1} cannot be ""{2}"". It should be one of ""{3}""","{0} {1} لا يمكن أن يكون ""{2}"". ينبغي أن يكون واحدا من ""{3}"""
apps/frappe/frappe/utils/data.py +516,{0} or {1},{0} أو {1}
apps/frappe/frappe/core/page/modules_setup/modules_setup.js +4,Show or Hide Desktop Icons,إظهار أو إخفاء أيقونات سطح المكتب
apps/frappe/frappe/core/doctype/user/user.py +169,Password Update,كلمة تحديث
DocType: Workflow State,trash,القمامة
apps/frappe/frappe/desk/page/activity/activity.js +198,Dec,ديسمبر
DocType: Web Form,"In JSON as [{""title"":""Jobs"", ""name"":""jobs""}]",في JSON كما [{&quot;عنوان&quot;: &quot;جوبز&quot;، &quot;اسم&quot;: &quot;وظائف&quot;}]
DocType: Event,Leave blank to repeat always,اتركه فارغا لتكرار دائما
DocType: Event,Ends on,ينتهي في
DocType: Website Settings,"Added HTML in the &lt;head&gt; section of the web page, primarily used for website verification and SEO",وأضاف HTML في القسم &lt;head&gt; من صفحة الويب، تستخدم في المقام الأول للتحقق من الموقع وSEO
apps/frappe/frappe/core/doctype/error_snapshot/error_snapshot_list.js +9,Relapsed,انتكس
apps/frappe/frappe/utils/nestedset.py +181,Item cannot be added to its own descendents,البند لا يمكن أن تضاف إلى أحفاد الخاصة
DocType: Error Snapshot,Relapses,الانتكاسات
apps/frappe/frappe/public/js/frappe/form/sidebar.js +63,{0} created this {1},{0} أنشأ  {1}
apps/frappe/frappe/public/js/frappe/form/workflow.js +36,Document is only editable by users of role,الوثيقة للتحرير فقط من قبل المستخدمين من دور
apps/frappe/frappe/desk/form/assign_to.py +146,"The task {0}, that you assigned to {1}, has been closed by {2}.",مهمة {0}، الذي قمت بتعيينه إلى {1}، تم إغلاق بواسطة {2}.
DocType: Blogger,Short Name,الاسم المختصر
DocType: Workflow State,magnet,مغناطيس
apps/frappe/frappe/geo/doctype/currency/currency.js +7,This Currency is disabled. Enable to use in transactions,تم تعطيل هذه العملات . تمكين لاستخدامها في المعاملات
DocType: Desktop Icon,Blocked,مغلق
DocType: Contact Us Settings,"Default: ""Contact Us""",الافتراضي: &quot;اتصل بنا&quot;
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +378,"Level 0 is for document level permissions, higher levels for field level permissions.",0 هو مستوى الأذونات لمستوى الوثيقة، مستويات أعلى للحصول على أذونات المستوى الميداني.
DocType: Custom Script,Sample,العينة
apps/frappe/frappe/core/doctype/user/user.py +332,"Username should not contain any special characters other than letters, numbers and underscore",يجب أن لا يحتوي على اسم المستخدم أي أحرف خاصة أخرى من الحروف والأرقام وتسطير
DocType: Event,Every Week,كل أسبوع
DocType: Custom Field,Is Mandatory Field,هو حقل إلزامي
DocType: User,Website User,موقع العضو
apps/frappe/frappe/public/js/frappe/ui/filters/edit_filter.html +10,Not equals,لا يساوي
DocType: Website Script,Script to attach to all web pages.,النصي لنعلق على كل صفحات الويب.
DocType: Web Form,Allow Multiple,السماح بالتعدد
apps/frappe/frappe/public/js/frappe/form/form_sidebar.html +28,Assign,تعيين
apps/frappe/frappe/config/setup.py +97,Import / Export Data from .csv files.,استيراد / تصدير البيانات من ملفات CSV.
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js +63,You are not allowed to create / edit reports,لا يسمح لك لإنشاء تقارير / تحرير
DocType: Workflow State,Icon will appear on the button,سوف تظهر أيقونة على زر
DocType: Website Settings,Website Settings,إعدادات الموقع الإلكتروني
DocType: Web Page,Page url name (auto-generated),عنوان URL
apps/frappe/frappe/core/page/user_permissions/user_permissions.py +105,Please upload using the same template as download.,يرجى تحميل باستخدام نفس القالب التحميل.
DocType: Email Account,ProTip: Add <code>Reference: {{ reference_doctype }} {{ reference_name }}</code> to send document reference,ProTip: إضافة <code>Reference: {{ reference_doctype }} {{ reference_name }}</code> لإرسال وثيقة مرجعية
apps/frappe/frappe/modules/__init__.py +81,App not found,لم يتم العثور على التطبيق
apps/frappe/frappe/core/doctype/communication/communication.py +29,Cannot create a {0} against a child document: {1},لا يمكن إنشاء {0} ضد وثيقة الطفل: {1}
DocType: Workflow State,pencil,قلم رصاص
apps/frappe/frappe/config/desk.py +27,Chat messages and other notifications.,رسائل الدردشة والإخطارات الأخرى.
apps/frappe/frappe/custom/doctype/custom_field/custom_field.py +67,Insert After cannot be set as {0},إدراج بعد لا يمكن تعيين ك {0}
apps/frappe/frappe/public/js/frappe/form/share.js +56,Share {0} with,مع {0} شارك
DocType: Workflow State,hand-up,ومن ناحية المتابعة
DocType: Blog Settings,Writers Introduction,الكتاب مقدمة
DocType: Communication,Phone,هاتف
apps/frappe/frappe/email/doctype/email_alert/email_alert.py +78,Error while evaluating Email Alert {0}. Please fix your template.,خطأ أثناء تقييم إرسال تنبيه {0}. الرجاء إصلاح القالب.
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +140,Select Document Type or Role to start.,حدد نوع الوثيقة أو دور للبدء.
apps/frappe/frappe/public/js/frappe/form/toolbar.js +257,ProTip: You can also use Ctrl+S to Save,نصائح : يمكنك أيضا استخدام مفتاح Ctrl + S للحفظ
apps/frappe/frappe/public/js/frappe/views/container.js +55,Page not found,لم يتم العثور على الصفحة
DocType: DocField,Precision,دقة
DocType: Website Slideshow,Slideshow Items,عرض الشرائح عناصر
apps/frappe/frappe/model/delete_doc.py +167,Cannot delete or cancel because {0} {1} is linked with {2} {3},لا يمكن حذف أو إلغاء ل {0} {1} يرتبط مع {2} {3}
DocType: Website Settings,Twitter Share,تويتر شارك
DocType: Event,Groups,مجموعات
DocType: Workflow State,Workflow State,حالة سير العمل
apps/frappe/frappe/templates/pages/me.html +3,My Account,حسابي
DocType: ToDo,Allocated To,المخصصة ل
apps/frappe/frappe/templates/emails/password_reset.html +4,Please click on the following link to set your new password,الرجاء الضغط على الرابط التالي لتعيين كلمة المرور الجديدة
DocType: Email Alert,Days After,أيام بعد
DocType: Contact Us Settings,Settings for Contact Us Page,إعدادات الاتصال بنا الصفحة
DocType: Custom Script,Script Type,نوع البرنامج النصي
apps/frappe/frappe/public/js/frappe/misc/pretty_date.js +47,{0} weeks ago,قبل {0} أسابيع
DocType: Email Account,Footer,تذييل
apps/frappe/frappe/utils/verified_command.py +39,Invalid Link,رابط غير صالح
DocType: Web Page,Show Title,إظهار اسم الصفحة
DocType: Property Setter,Property Type,نوع الملكية
DocType: Workflow State,screenshot,لقطة شاشة
apps/frappe/frappe/core/doctype/report/report.py +24,Only Administrator can save a standard report. Please rename and save.,مسؤول فقط يمكن حفظ تقرير القياسية. الرجاء إعادة تسمية وحفظ.
DocType: System Settings,Background Workers,عمال الخلفية
DocType: DocField,Data,معطيات
apps/frappe/frappe/public/js/frappe/model/model.js +27,Document Status,حالة المستند
DocType: Email Account,Login Id,الدخول معرف
apps/frappe/frappe/core/page/data_import_tool/importer.py +187,Not allowed to Import,لا يسمح ل استيراد
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +22,Permission Levels,مستويات الصلاحيات
DocType: Workflow State,Warning,تحذير
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +437,You will use it to Login,ستستخدم هذا لتسجيل الدخول
apps/frappe/frappe/public/js/frappe/views/reports/grid_report.js +858,"Ignoring Item {0}, because a group exists with the same name!",تجاهل البند {0} ، لأن مجموعة موجودة بنفس الاسم !
DocType: DocType,In Dialog,في مربع حوار
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +163,Help,مساعدة
DocType: User,Login Before,تسجيل الدخول قبل
DocType: Web Page,Insert Style,إدراج شكل
apps/frappe/frappe/config/setup.py +192,Application Installer,مثبت التطبيق
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +251,Is,هل
DocType: Workflow State,info-sign,معلومات تسجيل الدخول،
apps/frappe/frappe/model/base_document.py +206,Value for {0} cannot be a list,قيمة {0} لا يمكن أن تكون قائمة
DocType: Currency,"How should this currency be formatted? If not set, will use system defaults",كيف ينبغي أن يتم تنسيق هذه العملة؟ إذا لم يتم تعيين و، استخدم افتراضيات النظام
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +250,Show User Permissions,ضوابط مشاهدة العضو
apps/frappe/frappe/utils/response.py +117,You need to be logged in and have System Manager Role to be able to access backups.,تحتاج إلى أن تقوم بتسجيل الدخول ولها دور مدير النظام أن يكون قادرا على الوصول إلى النسخ الاحتياطي.
apps/frappe/frappe/public/js/legacy/form.js +136,Please save before attaching.,الرجاء حفظ قبل إرفاق.
apps/frappe/frappe/public/js/frappe/form/link_selector.js +126,Added {0} ({1}),وأضاف {0} ({1})
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py +270,Fieldtype cannot be changed from {0} to {1} in row {2},Fieldtype لا يمكن تغييرها من {0} إلى {1} في {2} الصف
apps/frappe/frappe/core/doctype/doctype/doctype.py +375,Search Fields should contain valid fieldnames,وينبغي أن تتضمن حقول البحث fieldnames صالحة
apps/frappe/frappe/core/doctype/user/user.js +328,Role Permissions,ضوابط دور
apps/frappe/frappe/public/js/frappe/form/set_sharing.html +5,Can Read,تمكين القراءة
DocType: Standard Reply,Response,الإستجابة
apps/frappe/frappe/public/js/frappe/form/workflow.js +41,Workflow will start after saving.,سوف تبدأ العمل بعد الحفظ.
apps/frappe/frappe/public/js/frappe/form/set_sharing.html +7,Can Share,تمكين المشاركة
apps/frappe/frappe/email/smtp.py +33,Invalid recipient address,عنوان المستلم غير صالحة
DocType: Workflow State,step-forward,خطوة إلى الأمام
apps/frappe/frappe/core/doctype/user/user.js +44,Refreshing...,جاري التحديث ...
DocType: Event,Starts on,يبدأ يوم
DocType: System Settings,System Settings,إعدادات النظام
apps/frappe/frappe/email/bulk.py +164,This email was sent to {0} and copied to {1},وقد أرسلت هذه الرسالة الى {0} ونسخها إلى {1}
DocType: Workflow State,th,ال
apps/frappe/frappe/public/js/frappe/form/control.js +1181,Create a new {0},انشاء جديد {0}
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js +226,Report {0},تقرير {0}
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js +237,Open {0},مفتوحة {0}
DocType: Email Alert,Recipients,المستلمين
DocType: Workflow State,ok-sign,علامة OK-
apps/frappe/frappe/public/js/frappe/form/toolbar.js +137,Duplicate,تكرار
apps/frappe/frappe/public/js/frappe/views/reports/grid_report.js +305,From Date must be before To Date,يجب أن تكون من تاريخ إلى تاريخ قبل
apps/frappe/frappe/email/doctype/email_alert/email_alert.py +21,Please specify which value field must be checked,يرجى تحديد أي يجب فحص حقل القيمة
apps/frappe/frappe/core/page/data_import_tool/exporter.py +69,"""Parent"" signifies the parent table in which this row must be added","""الأم"" يدل على الجدول الأصل الذي يجب أن يضاف هذا الصف"
DocType: Website Theme,Apply Style,تطبيق نمط
apps/frappe/frappe/public/js/frappe/form/form_sidebar.html +48,Shared With,المشاركة مع
,Modules Setup,إعداد وحدات
apps/frappe/frappe/core/page/data_import_tool/exporter.py +230,Type:,النوع:
DocType: Communication,Unshared,غير مشترك
apps/frappe/frappe/desk/moduleview.py +63,Module Not Found,لم يتم العثور على حدة
DocType: User,Location,موقع
,Permitted Documents For User,المستندات يسمح للمستخدم
apps/frappe/frappe/core/doctype/docshare/docshare.py +42,"You need to have ""Share"" permission","تحتاج إلى أن يكون ""مشاركة"" إذن"
DocType: Communication,Assignment Completed,تم إنجاز المهمة
apps/frappe/frappe/public/js/frappe/form/grid.js +314,Bulk Edit {0},تحرير الجزء الأكبر {0}
DocType: Email Alert Recipient,Email Alert Recipient,مستقبل البريد تنبيه
DocType: Blog Category,Parent Website Route,الوالد موقع الطريق
apps/frappe/frappe/workflow/doctype/workflow/workflow_list.js +7,Not active,غير نشطة
DocType: About Us Settings,Settings for the About Us Page,إعدادات لمن نحن الصفحة
apps/frappe/frappe/core/page/data_import_tool/data_import_main.html +5,Select Type of Document to Download,حدد نوع المستند المراد تنزيله
DocType: Email Account,e.g. pop.gmail.com / imap.gmail.com,على سبيل المثال pop.gmail.com / imap.gmail.com
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +206,Use the field to filter records,استخدام الحقل لتصفية السجلات
DocType: Email Account,Outlook.com,Outlook.com
DocType: System Settings,Scheduler Last Event,جدولة الحدث الأخير
DocType: Website Settings,Add Google Analytics ID: eg. UA-89XXX57-1. Please search help on Google Analytics for more information.,"(UA-89XXX57-1)اضافة تحليلات جوجل رقم تعريفى 
من فضلك ابحث عن المساعدة فى تحليلات جوجل لمزيد من المعلومات"
DocType: Email Alert Recipient,"Expression, Optional",التعبير والاختياري
apps/frappe/frappe/email/bulk.py +166,This email was sent to {0},وقد أرسلت هذه الرسالة إلى {0}
DocType: Email Account,Check this to pull emails from your mailbox,التحقق من ذلك لسحب رسائل البريد الإلكتروني من صندوق البريد
apps/frappe/frappe/model/document.py +502,Cannot edit cancelled document,لا تستطيع تعديل وثيقة إلغاء
DocType: Event,Monday,يوم الاثنين
apps/frappe/frappe/utils/nestedset.py +77,Nested set error. Please contact the Administrator.,خطأ مجموعة متداخلة . يرجى الاتصال مدير البرنامج.
DocType: Workflow State,envelope,مغلف
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js +55,Option 2,الخيار 2
apps/frappe/frappe/core/doctype/docshare/docshare.py +51,{0} shared this document with {1},{0} مشاركة هذه الوثيقة مع {1}
DocType: Website Settings,Google Plus One,جوجل زائد واحد
apps/frappe/frappe/desk/page/activity/activity.js +198,Jul,يوليو
apps/frappe/frappe/config/website.py +54,"Setup of top navigation bar, footer and logo.",الإعداد من أعلى الملاحة تذييل وبار والشعار.
apps/frappe/frappe/core/doctype/doctype/doctype.py +477,For {0} at level {1} in {2} in row {3},ل {0} في {1} مستوى في {2} في {3} الصف
DocType: Communication,All,جميع
DocType: Bulk Email,Recipient,مستلم
apps/frappe/frappe/config/setup.py +150,Drag and Drop tool to build and customize Print Formats.,سحب وإسقاط أداة لبناء وتخصيص تنسيقات طباعة.
apps/frappe/frappe/public/js/frappe/ui/tree.js +122,Expand,وسع
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +428,Set,مجموعة
DocType: Workflow State,align-right,محاذاة اليمين
apps/frappe/frappe/core/doctype/file/file.py +197,Folder {0} is not empty,المجلد {0} ليست فارغة
DocType: Page,Roles,الأدوار
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js +208,Field {0} is not selectable.,الحقل {0} ليس اختيار.
DocType: System Settings,Session Expiry,الدورة انتهاء الاشتراك
DocType: Workflow State,ban-circle,دائرة الحظر
DocType: Desktop Icon,Desk,مكتب
apps/frappe/frappe/core/doctype/report/report.js +8,Write a SELECT query. Note result is not paged (all data is sent in one go).,كتابة استعلام SELECT. لم يتم ترحيلها علما نتيجة (يتم إرسال جميع البيانات دفعة واحدة).
DocType: Email Account,Attachment Limit (MB),الحد مرفق (MB)
apps/frappe/frappe/public/js/frappe/form/grid_form.html +22,Ctrl + Down,CTRL + داون
DocType: User,User Defaults,الملف الشخصي الافتراضيات
DocType: Workflow State,chevron-down,شيفرون لأسفل
apps/frappe/frappe/public/js/frappe/views/communication.js +406,Email not sent to {0} (unsubscribed / disabled),البريد الإلكتروني لا يتم إرسالها إلى {0} (غير المكتتب / المعوقين)
DocType: Async Task,Traceback,Traceback
DocType: Currency,Smallest Currency Fraction Value,أصغر العملات الكسر القيمة
apps/frappe/frappe/public/js/frappe/form/footer/assign_to.js +156,Assign To,إسناد إلى مستخدم آخر
DocType: Workflow State,th-list,TH-قائمة
DocType: Translation,Translated,مترجم
DocType: Web Page,Enable Comments,تمكين تعليقات
apps/frappe/frappe/desk/doctype/note/note_list.js +3,Notes,ملاحظات
DocType: User,Restrict user from this IP address only. Multiple IP addresses can be added by separating with commas. Also accepts partial IP addresses like (111.111.111),تقييد المستخدم من هذا العنوان IP فقط. يمكن إضافة عناوين IP متعددة عن طريق فصل بفواصل. يقبل أيضا عناوين IP جزئية مثل (111.111.111)
DocType: Communication,From,من
DocType: Website Theme,Google Font (Heading),خطوط قوقل (للعنوان)
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js +172,Find {0} in {1},البحث عن {0} في {1}
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +33,Setup &gt; User Permissions Manager,الإعداد&gt; مدير أذونات المستخدم
DocType: Email Account,"Append as communication against this DocType (must have fields, ""Status"", ""Subject"")","كما إلحاق الاتصالات ضد هذا DOCTYPE (يجب أن يكون المجالات، ""الحالة""، ""الموضوع"")"
DocType: DocType,Allow Import via Data Import Tool,السماح بالإستيراد خلال أداة إستيراد البيانات
apps/frappe/frappe/model/base_document.py +516,Not allowed to change {0} after submission,لا يسمح لتغيير {0} بعد تقديم
DocType: Communication,Comment Type,تعليق نوع
apps/frappe/frappe/config/setup.py +8,Users,المستخدمين
DocType: Report,Report Type,نوع التقرير
DocType: Email Account,Signature,توقيع
apps/frappe/frappe/public/js/frappe/form/share.js +114,Share With,مشاركة مع
apps/frappe/frappe/core/doctype/user/user.js +141,Loading,تحميل
apps/frappe/frappe/config/setup.py +199,"Enter keys to enable login via Facebook, Google, GitHub.",أدخل مفاتيح لتمكين تسجيل الدخول عبر الفيسبوك ، وجوجل، جيثب .
apps/frappe/frappe/public/js/frappe/ui/tags.js +21,Add a tag,إضافة علامة
apps/frappe/frappe/public/js/frappe/form/control.js +1021,Please attach a file first.,يرجى إرفاق ملف الأول.
apps/frappe/frappe/model/naming.py +161,"There were some errors setting the name, please contact the administrator",كانت هناك بعض الأخطاء تحديد اسم، يرجى الاتصال بمسؤول
DocType: Website Slideshow Item,Website Slideshow Item,موقع السلعة عرض شرائح
DocType: DocType,Title Case,عنوان القضية
DocType: Blog Post,Email Sent,إرسال البريد الإلكتروني
DocType: DocField,Ignore XSS Filter,تجاهل XSS تصفية
apps/frappe/frappe/public/js/frappe/views/communication.js +65,Send As Email,أرسل للبريد الالكتروني
DocType: Website Theme,Link Color,ارتباط اللون
apps/frappe/frappe/core/doctype/user/user.py +59,User {0} cannot be disabled,المستخدم {0} لا يمكن تعطيل
apps/frappe/frappe/core/doctype/user/user.py +542,"Dear System Manager,",عزيزي مدير النظام،
DocType: Event,Sunday,الأحد
apps/frappe/frappe/public/js/frappe/form/save.js +14,Amending,المعدل
apps/frappe/frappe/public/js/frappe/form/link_selector.js +5,Dialog box to select a Link Value,مربع الحوار لتحديد قيمة لينك
DocType: Contact Us Settings,Send enquiries to this email address,إرسال الاستفسارات إلى عنوان البريد الإلكتروني هذا
DocType: Letter Head,Letter Head Name,رسالة رئيس الاسم
apps/frappe/frappe/config/website.py +18,User editable form on Website.,العضو شكل قابل للتحرير على موقع الويب.
DocType: Workflow State,file,ملف
apps/frappe/frappe/templates/pages/login.html +74,Back to Login,العودة إلى تسجيل الدخول
apps/frappe/frappe/model/rename_doc.py +98,You need write permission to rename,كنت بحاجة إلى كتابة إذن لإعادة تسمية
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +433,Apply Rule,تطبيق القاعدة
DocType: User,Karma,الكرمة
DocType: DocField,Table,جدول
DocType: File,File Size,حجم الملف
apps/frappe/frappe/website/doctype/web_form/web_form.py +211,You must login to submit this form,يجب عليك تسجيل الدخول لتقديم هذا النموذج
DocType: User,Background Image,صورة الخلفية
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +342,"Select your Country, Time Zone and Currency",اختر بلدك، المنطقة الزمنية والعملات
DocType: Async Task,Queued,قائمة الانتظار
apps/frappe/frappe/public/js/frappe/form/print.js +99,New Custom Print Format,تنسيق مخصص للطباعة جديد
DocType: DocPerm,Create,إنشاء
apps/frappe/frappe/public/js/frappe/views/reports/grid_report.js +201,Invalid Filter: {0},تصفية الباطلة: {0}
DocType: About Us Settings,Org History,غزاله التاريخ
DocType: Workflow,Workflow Name,اسم سير العمل
apps/frappe/frappe/public/js/frappe/form/footer/assign_to.js +162,Notify by Email,إعلام عبر البريد الإلكتروني
DocType: Web Form,Allow Edit,السماح بالتعديل
apps/frappe/frappe/core/doctype/file/file_list.js +118,Paste,لصق
apps/frappe/frappe/workflow/doctype/workflow/workflow.py +64,Cannot change state of Cancelled Document. Transition row {0},لا يمكن تغيير حالة الوثيقة ملغاة .
DocType: Workflow,"Rules for how states are transitions, like next state and which role is allowed to change state etc.",ويسمح النظام لكيفية قيام الولايات التحولات، مثل الدولة والتي المقبل دور في تغيير الدولة الخ.
apps/frappe/frappe/desk/form/save.py +21,{0} {1} already exists,{0} {1} موجود بالفعل
apps/frappe/frappe/email/doctype/email_account/email_account.py +70,Append To can be one of {0},إلحاق يمكن أن يكون واحدا من {0}
DocType: User,Github Username,جيثب اسم المستخدم
DocType: Web Page,Title / headline of your page,العنوان/ عنوان الصفحة الخاصة بك
